log_id,date,machine_id,product,shift,planned_time_min,downtime_min,operating_time_min,ideal_cycle_time,total_parts,good_parts,defective_parts,availability,performance,quality,oee
5304,2023-09-10,LATHE-02,Part-A,Night,480,70,410,2.57,133,121,12,0.8542,0.8337,0.9098,0.6479
5305,2023-09-10,PRESS-01,Part-A,Morning,480,33,447,2.45,156,137,19,0.9313,0.855,0.8782,0.6993
5306,2023-09-10,PRESS-01,Part-C,Afternoon,480,74,406,1.85,169,157,12,0.8458,0.7701,0.929,0.6051
5307,2023-09-10,PRESS-01,Part-D,Night,480,44,436,2.74,131,125,6,0.9083,0.8233,0.9542,0.7136
5308,2023-09-10,WELD-01,Part-B,Morning,480,89,391,1.55,237,212,25,0.8146,0.9395,0.8945,0.6846
5309,2023-09-10,WELD-01,Part-D,Afternoon,480,69,411,2.77,126,113,13,0.8562,0.8492,0.8968,0.652
5310,2023-09-10,WELD-01,Part-A,Night,480,32,448,2.08,215,192,23,0.9333,0.9982,0.893,0.8319
5311,2023-09-10,WELD-02,Part-B,Morning,480,85,395,1.98,173,170,3,0.8229,0.8672,0.9827,0.7013
5312,2023-09-10,WELD-02,Part-D,Afternoon,480,97,383,2.14,173,155,18,0.7979,0.9666,0.896,0.691
5313,2023-09-10,WELD-02,Part-D,Night,480,3,477,2.27,185,173,12,0.9938,0.8804,0.9351,0.8182
5314,2023-09-11,CNC-01,Part-D,Morning,480,50,430,1.74,221,217,4,0.8958,0.8943,0.9819,0.7866
5315,2023-09-11,CNC-01,Part-A,Afternoon,480,73,407,1.85,198,183,15,0.8479,0.9,0.9242,0.7053
5316,2023-09-11,CNC-01,Part-A,Night,480,101,379,2.77,134,126,8,0.7896,0.9794,0.9403,0.7272
5317,2023-09-11,CNC-02,Part-A,Morning,480,55,425,2.62,159,145,14,0.8854,0.9802,0.9119,0.7914
5318,2023-09-11,CNC-02,Part-B,Afternoon,480,91,389,1.99,176,166,10,0.8104,0.9004,0.9432,0.6882
5319,2023-09-11,CNC-02,Part-D,Night,480,117,363,2.73,130,124,6,0.7562,0.9777,0.9538,0.7052
5320,2023-09-11,LATHE-01,Part-B,Morning,480,56,424,1.84,219,215,4,0.8833,0.9504,0.9817,0.8241
5321,2023-09-11,LATHE-01,Part-A,Afternoon,480,35,445,2.67,159,149,10,0.9271,0.954,0.9371,0.8288
5322,2023-09-11,LATHE-01,Part-C,Night,480,39,441,2.25,188,167,21,0.9187,0.9592,0.8883,0.7828
5323,2023-09-11,LATHE-02,Part-B,Morning,480,83,397,1.73,180,170,10,0.8271,0.7844,0.9444,0.6127
5324,2023-09-11,LATHE-02,Part-B,Afternoon,480,51,429,1.95,167,159,8,0.8938,0.7591,0.9521,0.646
5325,2023-09-11,LATHE-02,Part-D,Night,480,100,380,2.58,114,103,11,0.7917,0.774,0.9035,0.5536
5326,2023-09-11,PRESS-01,Part-A,Morning,480,46,434,2.65,140,130,10,0.9042,0.8548,0.9286,0.7177
5327,2023-09-11,PRESS-01,Part-C,Afternoon,480,14,466,2.58,148,130,18,0.9708,0.8194,0.8784,0.6987
5328,2023-09-11,PRESS-01,Part-B,Night,480,80,400,1.89,206,193,13,0.8333,0.9733,0.9369,0.7599
5329,2023-09-11,WELD-01,Part-B,Morning,480,82,398,1.95,175,165,10,0.8292,0.8574,0.9429,0.6704
5330,2023-09-11,WELD-01,Part-B,Afternoon,480,117,363,2.69,131,125,6,0.7562,0.9708,0.9542,0.7005
5331,2023-09-11,WELD-01,Part-A,Night,480,85,395,2.97,115,102,13,0.8229,0.8647,0.887,0.6312
5332,2023-09-11,WELD-02,Part-D,Morning,480,41,439,1.52,227,214,13,0.9146,0.786,0.9427,0.6777
5333,2023-09-11,WELD-02,Part-A,Afternoon,480,77,403,1.69,232,228,4,0.8396,0.9729,0.9828,0.8028
5334,2023-09-11,WELD-02,Part-D,Night,480,116,364,2.18,161,150,11,0.7583,0.9642,0.9317,0.6812
5335,2023-09-12,CNC-01,Part-D,Morning,480,18,462,2.53,140,124,16,0.9625,0.7667,0.8857,0.6536
5336,2023-09-12,CNC-01,Part-B,Afternoon,480,29,451,2.73,130,115,15,0.9396,0.7869,0.8846,0.654
5337,2023-09-12,CNC-01,Part-B,Night,480,50,430,2.35,140,128,12,0.8958,0.7651,0.9143,0.6266
5338,2023-09-12,CNC-02,Part-A,Morning,480,86,394,2.19,169,150,19,0.8208,0.9394,0.8876,0.6844
5339,2023-09-12,CNC-02,Part-A,Afternoon,480,45,435,1.71,223,207,16,0.9062,0.8766,0.9283,0.7374
5340,2023-09-12,CNC-02,Part-A,Night,480,56,424,2.47,143,135,8,0.8833,0.833,0.9441,0.6947
5341,2023-09-12,LATHE-01,Part-A,Morning,480,47,433,2.8,118,107,11,0.9021,0.763,0.9068,0.6242
5342,2023-09-12,LATHE-01,Part-D,Afternoon,480,1,479,2.71,140,125,15,0.9979,0.7921,0.8929,0.7058
5343,2023-09-12,LATHE-01,Part-A,Night,480,95,385,2.71,115,107,8,0.8021,0.8095,0.9304,0.6041
5344,2023-09-12,LATHE-02,Part-A,Morning,480,113,367,1.82,198,188,10,0.7646,0.9819,0.9495,0.7128
5345,2023-09-12,LATHE-02,Part-D,Afternoon,480,21,459,2.39,168,156,12,0.9563,0.8748,0.9286,0.7768
5346,2023-09-12,LATHE-02,Part-B,Night,480,6,474,1.86,240,218,22,0.9875,0.9418,0.9083,0.8447
5347,2023-09-12,PRESS-01,Part-C,Morning,480,34,446,2.11,194,185,9,0.9292,0.9178,0.9536,0.8132
5348,2023-09-12,PRESS-01,Part-D,Afternoon,480,80,400,1.6,231,206,25,0.8333,0.924,0.8918,0.6867
5349,2023-09-12,PRESS-01,Part-B,Night,480,69,411,2.26,138,134,4,0.8562,0.7588,0.971,0.6308
5350,2023-09-12,WELD-01,Part-A,Morning,480,57,423,1.76,183,176,7,0.8812,0.7614,0.9617,0.6452
5351,2023-09-12,WELD-01,Part-C,Afternoon,480,31,449,1.87,202,179,23,0.9354,0.8413,0.8861,0.6973
5352,2023-09-12,WELD-01,Part-B,Night,480,20,460,1.72,207,194,13,0.9583,0.774,0.9372,0.6951
5353,2023-09-12,WELD-02,Part-B,Morning,480,46,434,2.69,128,123,5,0.9042,0.7934,0.9609,0.6893
5354,2023-09-12,WELD-02,Part-A,Afternoon,480,87,393,2.6,146,139,7,0.8187,0.9659,0.9521,0.7529
5355,2023-09-12,WELD-02,Part-A,Night,480,92,388,2.67,123,113,10,0.8083,0.8464,0.9187,0.6285
5356,2023-09-13,CNC-01,Part-D,Morning,480,30,450,2.31,179,170,9,0.9375,0.9189,0.9497,0.8181
5357,2023-09-13,CNC-01,Part-C,Afternoon,480,31,449,2.61,154,143,11,0.9354,0.8952,0.9286,0.7776
5358,2023-09-13,CNC-01,Part-A,Night,480,82,398,2.23,155,137,18,0.8292,0.8685,0.8839,0.6365
5359,2023-09-13,CNC-02,Part-A,Morning,480,45,435,1.69,209,200,9,0.9062,0.812,0.9569,0.7041
5360,2023-09-13,CNC-02,Part-C,Afternoon,480,60,420,2.87,126,116,10,0.875,0.861,0.9206,0.6936
5361,2023-09-13,CNC-02,Part-C,Night,480,71,409,2.05,189,182,7,0.8521,0.9473,0.963,0.7773
5362,2023-09-13,LATHE-01,Part-A,Morning,480,13,467,1.77,228,213,15,0.9729,0.8642,0.9342,0.7855
5363,2023-09-13,LATHE-01,Part-C,Afternoon,480,97,383,1.67,216,207,9,0.7979,0.9418,0.9583,0.7201
5364,2023-09-13,LATHE-01,Part-D,Night,480,102,378,2.46,129,126,3,0.7875,0.8395,0.9767,0.6457
5365,2023-09-13,LATHE-02,Part-D,Morning,480,77,403,2.21,164,150,14,0.8396,0.8994,0.9146,0.6906
5366,2023-09-13,LATHE-02,Part-A,Afternoon,480,105,375,1.67,178,165,13,0.7812,0.7927,0.927,0.5741
5367,2023-09-13,LATHE-02,Part-D,Night,480,30,450,2.16,194,188,6,0.9375,0.9312,0.9691,0.846
5368,2023-09-13,PRESS-01,Part-D,Morning,480,96,384,1.71,192,181,11,0.8,0.855,0.9427,0.6448
5369,2023-09-13,PRESS-01,Part-D,Afternoon,480,13,467,1.7,233,226,7,0.9729,0.8482,0.97,0.8005
5370,2023-09-13,PRESS-01,Part-B,Night,480,69,411,1.83,169,155,14,0.8562,0.7525,0.9172,0.5909
5371,2023-09-13,WELD-01,Part-D,Morning,480,58,422,1.65,226,220,6,0.8792,0.8836,0.9735,0.7563
5372,2023-09-13,WELD-01,Part-B,Afternoon,480,95,385,1.93,199,178,21,0.8021,0.9976,0.8945,0.7158
5373,2023-09-13,WELD-01,Part-C,Night,480,27,453,2.53,175,168,7,0.9437,0.9774,0.96,0.8855
5374,2023-09-13,WELD-02,Part-D,Morning,480,85,395,2.07,146,133,13,0.8229,0.7651,0.911,0.5736
5375,2023-09-13,WELD-02,Part-B,Afternoon,480,113,367,2.07,154,138,16,0.7646,0.8686,0.8961,0.5951
5376,2023-09-13,WELD-02,Part-D,Night,480,0,480,1.95,226,200,26,1.0,0.9181,0.885,0.8125
5377,2023-09-14,CNC-01,Part-A,Morning,480,53,427,2.67,147,132,15,0.8896,0.9192,0.898,0.7343
5378,2023-09-14,CNC-01,Part-D,Afternoon,480,47,433,1.78,213,190,23,0.9021,0.8756,0.892,0.7046
5379,2023-09-14,CNC-01,Part-C,Night,480,68,412,2.61,126,123,3,0.8583,0.7982,0.9762,0.6688
5380,2023-09-14,CNC-02,Part-D,Morning,480,61,419,1.54,221,202,19,0.8729,0.8123,0.914,0.6481
5381,2023-09-14,CNC-02,Part-D,Afternoon,480,75,405,2.27,155,136,19,0.8438,0.8688,0.8774,0.6432
5382,2023-09-14,CNC-02,Part-C,Night,480,70,410,2.34,173,152,21,0.8542,0.9874,0.8786,0.741
5383,2023-09-14,LATHE-01,Part-B,Morning,480,69,411,1.83,206,202,4,0.8562,0.9172,0.9806,0.7701
5384,2023-09-14,LATHE-01,Part-C,Afternoon,480,51,429,2.59,152,135,17,0.8938,0.9177,0.8882,0.7285
5385,2023-09-14,LATHE-01,Part-A,Night,480,73,407,2.96,128,114,14,0.8479,0.9309,0.8906,0.703
5386,2023-09-14,LATHE-02,Part-C,Morning,480,84,396,2.47,139,123,16,0.825,0.867,0.8849,0.6329
5387,2023-09-14,LATHE-02,Part-A,Afternoon,480,76,404,1.83,169,165,4,0.8417,0.7655,0.9763,0.6291
5388,2023-09-14,LATHE-02,Part-A,Night,480,48,432,2.61,152,143,9,0.9,0.9183,0.9408,0.7775
5389,2023-09-14,PRESS-01,Part-D,Morning,480,69,411,2.18,147,131,16,0.8562,0.7797,0.8912,0.5949
5390,2023-09-14,PRESS-01,Part-D,Afternoon,480,15,465,2.28,154,144,10,0.9688,0.7551,0.9351,0.6841
5391,2023-09-14,PRESS-01,Part-A,Night,480,89,391,2.38,163,150,13,0.8146,0.9922,0.9202,0.7437
5392,2023-09-14,WELD-01,Part-C,Morning,480,108,372,2.74,113,105,8,0.775,0.8323,0.9292,0.5994
5393,2023-09-14,WELD-01,Part-D,Afternoon,480,106,374,2.36,154,145,9,0.7792,0.9718,0.9416,0.713
5394,2023-09-14,WELD-01,Part-B,Night,480,79,401,2.4,138,135,3,0.8354,0.8259,0.9783,0.675
5395,2023-09-14,WELD-02,Part-D,Morning,480,13,467,2.24,162,152,10,0.9729,0.777,0.9383,0.7093
5396,2023-09-14,WELD-02,Part-A,Afternoon,480,101,379,2.0,161,150,11,0.7896,0.8496,0.9317,0.625
5397,2023-09-14,WELD-02,Part-A,Night,480,70,410,2.43,154,152,2,0.8542,0.9127,0.987,0.7695
5398,2023-09-15,CNC-01,Part-C,Morning,480,55,425,1.62,210,203,7,0.8854,0.8005,0.9667,0.6852
5399,2023-09-15,CNC-01,Part-A,Afternoon,480,52,428,2.79,118,109,9,0.8917,0.7692,0.9237,0.6336
5400,2023-09-15,CNC-01,Part-C,Night,480,21,459,2.39,191,175,16,0.9563,0.9945,0.9162,0.8713
5401,2023-09-15,CNC-02,Part-A,Morning,480,57,423,2.73,145,139,6,0.8812,0.9358,0.9586,0.7905
5402,2023-09-15,CNC-02,Part-A,Afternoon,480,53,427,2.4,160,144,16,0.8896,0.8993,0.9,0.72
5403,2023-09-15,CNC-02,Part-A,Night,480,11,469,2.36,193,180,13,0.9771,0.9712,0.9326,0.885
5404,2023-09-15,LATHE-01,Part-A,Morning,480,50,430,2.3,184,176,8,0.8958,0.9842,0.9565,0.8433
5405,2023-09-15,LATHE-01,Part-D,Afternoon,480,97,383,1.81,202,188,14,0.7979,0.9546,0.9307,0.7089
5406,2023-09-15,LATHE-01,Part-A,Night,480,63,417,2.02,195,186,9,0.8688,0.9446,0.9538,0.7828
5407,2023-09-15,LATHE-02,Part-A,Morning,480,49,431,1.83,234,210,24,0.8979,0.9935,0.8974,0.8005
5408,2023-09-15,LATHE-02,Part-C,Afternoon,480,102,378,2.76,105,99,6,0.7875,0.7667,0.9429,0.5693
5409,2023-09-15,LATHE-02,Part-A,Night,480,34,446,2.37,176,155,21,0.9292,0.9352,0.8807,0.7653
5410,2023-09-15,PRESS-01,Part-C,Morning,480,31,449,2.21,160,147,13,0.9354,0.7875,0.9187,0.6767
5411,2023-09-15,PRESS-01,Part-D,Afternoon,480,47,433,2.27,158,142,16,0.9021,0.8283,0.8987,0.6715
5412,2023-09-15,PRESS-01,Part-A,Night,480,115,365,2.95,119,113,6,0.7604,0.9618,0.9496,0.6945
5413,2023-09-15,WELD-01,Part-B,Morning,480,19,461,2.22,170,163,7,0.9604,0.8187,0.9588,0.7539
5414,2023-09-15,WELD-01,Part-A,Afternoon,480,18,462,2.87,152,148,4,0.9625,0.9442,0.9737,0.8849
5415,2023-09-15,WELD-01,Part-B,Night,480,56,424,2.71,120,113,7,0.8833,0.767,0.9417,0.638
5416,2023-09-15,WELD-02,Part-C,Morning,480,41,439,2.34,181,171,10,0.9146,0.9648,0.9448,0.8337
5417,2023-09-15,WELD-02,Part-A,Afternoon,480,106,374,2.24,142,127,15,0.7792,0.8505,0.8944,0.5927
5418,2023-09-15,WELD-02,Part-A,Night,480,104,376,2.55,117,105,12,0.7833,0.7935,0.8974,0.5578
5419,2023-09-16,CNC-01,Part-C,Morning,480,15,465,2.54,155,146,9,0.9688,0.8467,0.9419,0.7726
5420,2023-09-16,CNC-01,Part-C,Afternoon,480,45,435,1.89,220,211,9,0.9062,0.9559,0.9591,0.8308
5421,2023-09-16,CNC-01,Part-A,Night,480,40,440,1.85,197,178,19,0.9167,0.8283,0.9036,0.6861
5422,2023-09-16,CNC-02,Part-D,Morning,480,77,403,1.86,210,203,7,0.8396,0.9692,0.9667,0.7866
5423,2023-09-16,CNC-02,Part-A,Afternoon,480,66,414,2.49,138,135,3,0.8625,0.83,0.9783,0.7003
5424,2023-09-16,CNC-02,Part-D,Night,480,83,397,2.38,154,140,14,0.8271,0.9232,0.9091,0.6942
5425,2023-09-16,LATHE-01,Part-B,Morning,480,17,463,2.44,185,163,22,0.9646,0.9749,0.8811,0.8286
5426,2023-09-16,LATHE-01,Part-B,Afternoon,480,89,391,1.66,205,197,8,0.8146,0.8703,0.961,0.6813
5427,2023-09-16,LATHE-01,Part-D,Night,480,42,438,2.48,166,147,19,0.9125,0.9399,0.8855,0.7595
5428,2023-09-16,LATHE-02,Part-D,Morning,480,65,415,1.6,251,226,25,0.8646,0.9677,0.9004,0.7533
5429,2023-09-16,LATHE-02,Part-B,Afternoon,480,24,456,2.9,135,125,10,0.95,0.8586,0.9259,0.7552
5430,2023-09-16,LATHE-02,Part-A,Night,480,15,465,2.22,168,153,15,0.9688,0.8021,0.9107,0.7077
5431,2023-09-16,PRESS-01,Part-B,Morning,480,90,390,2.88,111,105,6,0.8125,0.8197,0.9459,0.63
5432,2023-09-16,PRESS-01,Part-B,Afternoon,480,94,386,2.78,113,107,6,0.8042,0.8138,0.9469,0.6197
5433,2023-09-16,PRESS-01,Part-B,Night,480,103,377,2.71,118,115,3,0.7854,0.8482,0.9746,0.6493
5434,2023-09-16,WELD-01,Part-A,Morning,480,93,387,1.85,173,169,4,0.8063,0.827,0.9769,0.6514
5435,2023-09-16,WELD-01,Part-C,Afternoon,480,114,366,2.32,143,130,13,0.7625,0.9064,0.9091,0.6283
5436,2023-09-16,WELD-01,Part-C,Night,480,21,459,1.94,234,228,6,0.9563,0.989,0.9744,0.9216
5437,2023-09-16,WELD-02,Part-C,Morning,480,19,461,2.5,169,151,18,0.9604,0.9165,0.8935,0.7865
5438,2023-09-16,WELD-02,Part-C,Afternoon,480,31,449,2.71,155,136,19,0.9354,0.9355,0.8774,0.7678
5439,2023-09-16,WELD-02,Part-A,Night,480,56,424,2.12,185,181,4,0.8833,0.925,0.9784,0.7994
5440,2023-09-17,CNC-01,Part-C,Morning,480,85,395,2.6,130,115,15,0.8229,0.8557,0.8846,0.6229
5441,2023-09-17,CNC-01,Part-C,Afternoon,480,53,427,2.98,107,103,4,0.8896,0.7467,0.9626,0.6394
5442,2023-09-17,CNC-01,Part-A,Night,480,13,467,1.96,199,188,11,0.9729,0.8352,0.9447,0.7676
5443,2023-09-17,CNC-02,Part-B,Morning,480,114,366,1.79,155,141,14,0.7625,0.7581,0.9097,0.5259
5444,2023-09-17,CNC-02,Part-A,Afternoon,480,38,442,2.76,159,151,8,0.9208,0.9929,0.9497,0.8683
5445,2023-09-17,CNC-02,Part-A,Night,480,65,415,2.86,115,112,3,0.8646,0.7925,0.9739,0.6673
5446,2023-09-17,LATHE-01,Part-C,Morning,480,3,477,2.46,160,146,14,0.9938,0.8252,0.9125,0.7483
5447,2023-09-17,LATHE-01,Part-B,Afternoon,480,23,457,2.62,156,140,16,0.9521,0.8944,0.8974,0.7642
5448,2023-09-17,LATHE-01,Part-D,Night,480,30,450,2.22,188,174,14,0.9375,0.9275,0.9255,0.8048
5449,2023-09-17,LATHE-02,Part-B,Morning,480,76,404,1.76,181,166,15,0.8417,0.7885,0.9171,0.6087
5450,2023-09-17,LATHE-02,Part-A,Afternoon,480,68,412,2.08,176,156,20,0.8583,0.8885,0.8864,0.676
5451,2023-09-17,LATHE-02,Part-A,Night,480,80,400,2.73,138,124,14,0.8333,0.9419,0.8986,0.7053
5452,2023-09-17,PRESS-01,Part-B,Morning,480,106,374,2.43,124,119,5,0.7792,0.8057,0.9597,0.6025
5453,2023-09-17,PRESS-01,Part-D,Afternoon,480,35,445,2.48,173,157,16,0.9271,0.9641,0.9075,0.8111
5454,2023-09-17,PRESS-01,Part-D,Night,480,54,426,2.51,149,134,15,0.8875,0.8779,0.8993,0.7007
5455,2023-09-17,WELD-01,Part-B,Morning,480,24,456,1.8,208,194,14,0.95,0.8211,0.9327,0.7275
5456,2023-09-17,WELD-01,Part-D,Afternoon,480,30,450,1.89,206,183,23,0.9375,0.8652,0.8883,0.7205
5457,2023-09-17,WELD-01,Part-D,Night,480,55,425,2.85,121,106,15,0.8854,0.8114,0.876,0.6293
5458,2023-09-17,WELD-02,Part-B,Morning,480,99,381,2.71,133,119,14,0.7937,0.946,0.8947,0.6718
5459,2023-09-17,WELD-02,Part-B,Afternoon,480,93,387,2.34,139,131,8,0.8063,0.8405,0.9424,0.6387
5460,2023-09-17,WELD-02,Part-C,Night,480,70,410,1.99,155,140,15,0.8542,0.7523,0.9032,0.5804
5461,2023-09-18,CNC-01,Part-C,Morning,480,105,375,2.75,121,111,10,0.7812,0.8873,0.9174,0.6359
5462,2023-09-18,CNC-01,Part-A,Afternoon,480,77,403,1.91,210,195,15,0.8396,0.9953,0.9286,0.776
5463,2023-09-18,CNC-01,Part-D,Night,480,31,449,2.35,181,171,10,0.9354,0.9473,0.9448,0.8372
5464,2023-09-18,CNC-02,Part-D,Morning,480,36,444,1.99,185,164,21,0.925,0.8292,0.8865,0.68
5465,2023-09-18,CNC-02,Part-B,Afternoon,480,51,429,1.99,175,156,19,0.8938,0.8118,0.8914,0.6468
5466,2023-09-18,CNC-02,Part-C,Night,480,0,480,1.56,276,260,16,1.0,0.897,0.942,0.845
5467,2023-09-18,LATHE-01,Part-C,Morning,480,17,463,2.33,196,177,19,0.9646,0.9863,0.9031,0.8592
5468,2023-09-18,LATHE-01,Part-D,Afternoon,480,36,444,2.61,153,141,12,0.925,0.8994,0.9216,0.7667
5469,2023-09-18,LATHE-01,Part-C,Night,480,66,414,2.94,120,113,7,0.8625,0.8522,0.9417,0.6922
5470,2023-09-18,LATHE-02,Part-A,Morning,480,58,422,1.52,256,238,18,0.8792,0.9221,0.9297,0.7537
5471,2023-09-18,LATHE-02,Part-A,Afternoon,480,111,369,2.79,127,119,8,0.7688,0.9602,0.937,0.6917
5472,2023-09-18,LATHE-02,Part-A,Night,480,108,372,1.89,169,150,19,0.775,0.8586,0.8876,0.5906
5473,2023-09-18,PRESS-01,Part-D,Morning,480,97,383,1.82,185,179,6,0.7979,0.8791,0.9676,0.6787
5474,2023-09-18,PRESS-01,Part-D,Afternoon,480,13,467,2.01,202,185,17,0.9729,0.8694,0.9158,0.7746
5475,2023-09-18,PRESS-01,Part-D,Night,480,93,387,1.99,177,157,20,0.8063,0.9102,0.887,0.651
5476,2023-09-18,WELD-01,Part-C,Morning,480,120,360,1.53,182,169,13,0.75,0.7735,0.9286,0.5387
5477,2023-09-18,WELD-01,Part-C,Afternoon,480,33,447,2.34,177,159,18,0.9313,0.9266,0.8983,0.7752
5478,2023-09-18,WELD-01,Part-D,Night,480,88,392,1.81,214,202,12,0.8167,0.9881,0.9439,0.7617
5479,2023-09-18,WELD-02,Part-C,Morning,480,73,407,2.28,134,132,2,0.8479,0.7507,0.9851,0.627
5480,2023-09-18,WELD-02,Part-D,Afternoon,480,41,439,2.64,125,114,11,0.9146,0.7517,0.912,0.627
5481,2023-09-18,WELD-02,Part-D,Night,480,52,428,2.79,137,134,3,0.8917,0.8931,0.9781,0.7789
5482,2023-09-19,CNC-01,Part-C,Morning,480,43,437,1.97,173,165,8,0.9104,0.7799,0.9538,0.6772
5483,2023-09-19,CNC-01,Part-B,Afternoon,480,115,365,1.77,183,162,21,0.7604,0.8874,0.8852,0.5973
5484,2023-09-19,CNC-01,Part-A,Night,480,115,365,2.0,157,143,14,0.7604,0.8603,0.9108,0.5958
5485,2023-09-19,CNC-02,Part-B,Morning,480,108,372,1.7,167,162,5,0.775,0.7632,0.9701,0.5738
5486,2023-09-19,CNC-02,Part-B,Afternoon,480,68,412,1.99,191,178,13,0.8583,0.9225,0.9319,0.7379
5487,2023-09-19,CNC-02,Part-A,Night,480,96,384,2.06,178,166,12,0.8,0.9549,0.9326,0.7124
5488,2023-09-19,LATHE-01,Part-C,Morning,480,80,400,2.12,177,165,12,0.8333,0.9381,0.9322,0.7287
5489,2023-09-19,LATHE-01,Part-A,Afternoon,480,73,407,1.87,203,197,6,0.8479,0.9327,0.9704,0.7674
5490,2023-09-19,LATHE-01,Part-A,Night,480,85,395,2.08,157,144,13,0.8229,0.8267,0.9172,0.624
5491,2023-09-19,LATHE-02,Part-B,Morning,480,92,388,2.76,106,94,12,0.8083,0.754,0.8868,0.5405
5492,2023-09-19,LATHE-02,Part-B,Afternoon,480,56,424,2.32,154,141,13,0.8833,0.8426,0.9156,0.6815
5493,2023-09-19,LATHE-02,Part-C,Night,480,0,480,2.64,165,154,11,1.0,0.9075,0.9333,0.847
5494,2023-09-19,PRESS-01,Part-C,Morning,480,18,462,2.86,157,146,11,0.9625,0.9719,0.9299,0.8699
5495,2023-09-19,PRESS-01,Part-D,Afternoon,480,67,413,2.06,174,170,4,0.8604,0.8679,0.977,0.7296
5496,2023-09-19,PRESS-01,Part-D,Night,480,41,439,2.12,157,141,16,0.9146,0.7582,0.8981,0.6228
5497,2023-09-19,WELD-01,Part-C,Morning,480,27,453,1.88,221,199,22,0.9437,0.9172,0.9005,0.7794
5498,2023-09-19,WELD-01,Part-B,Afternoon,480,51,429,2.26,170,163,7,0.8938,0.8956,0.9588,0.7675
5499,2023-09-19,WELD-01,Part-B,Night,480,29,451,1.66,208,205,3,0.9396,0.7656,0.9856,0.709
5500,2023-09-19,WELD-02,Part-A,Morning,480,28,452,2.06,201,178,23,0.9417,0.9161,0.8856,0.764
5501,2023-09-19,WELD-02,Part-C,Afternoon,480,57,423,2.82,143,139,4,0.8812,0.9533,0.972,0.8165
5502,2023-09-19,WELD-02,Part-B,Night,480,35,445,2.8,137,133,4,0.9271,0.862,0.9708,0.7758
5503,2023-09-20,CNC-01,Part-D,Morning,480,86,394,2.12,145,131,14,0.8208,0.7802,0.9034,0.5785
5504,2023-09-20,CNC-01,Part-D,Afternoon,480,56,424,2.31,169,158,11,0.8833,0.9207,0.9349,0.7603
5505,2023-09-20,CNC-01,Part-C,Night,480,104,376,2.24,158,155,3,0.7833,0.9413,0.981,0.7233
5506,2023-09-20,CNC-02,Part-C,Morning,480,78,402,1.91,172,155,17,0.8375,0.8172,0.9012,0.6168
5507,2023-09-20,CNC-02,Part-B,Afternoon,480,107,373,2.25,138,130,8,0.7771,0.8324,0.942,0.6093
5508,2023-09-20,CNC-02,Part-A,Night,480,57,423,2.62,152,148,4,0.8812,0.9415,0.9737,0.8078
5509,2023-09-20,LATHE-01,Part-D,Morning,480,96,384,2.68,124,115,9,0.8,0.8654,0.9274,0.6421
5510,2023-09-20,LATHE-01,Part-D,Afternoon,480,36,444,1.54,279,246,33,0.925,0.9677,0.8817,0.7892
5511,2023-09-20,LATHE-01,Part-C,Night,480,53,427,2.2,149,140,9,0.8896,0.7677,0.9396,0.6417
5512,2023-09-20,LATHE-02,Part-B,Morning,480,25,455,1.95,179,172,7,0.9479,0.7671,0.9609,0.6987
5513,2023-09-20,LATHE-02,Part-A,Afternoon,480,83,397,2.67,113,106,7,0.8271,0.76,0.9381,0.5897
5514,2023-09-20,LATHE-02,Part-A,Night,480,82,398,2.58,137,124,13,0.8292,0.8881,0.9051,0.6665
5515,2023-09-20,PRESS-01,Part-B,Morning,480,101,379,2.11,152,145,7,0.7896,0.8462,0.9539,0.6374
5516,2023-09-20,PRESS-01,Part-C,Afternoon,480,30,450,2.62,159,145,14,0.9375,0.9257,0.9119,0.7914
5517,2023-09-20,PRESS-01,Part-B,Night,480,83,397,2.49,134,122,12,0.8271,0.8405,0.9104,0.6329
5518,2023-09-20,WELD-01,Part-D,Morning,480,116,364,1.8,185,181,4,0.7583,0.9148,0.9784,0.6787
5519,2023-09-20,WELD-01,Part-A,Afternoon,480,4,476,2.45,190,181,9,0.9917,0.9779,0.9526,0.9238
5520,2023-09-20,WELD-01,Part-A,Night,480,110,370,2.94,102,90,12,0.7708,0.8105,0.8824,0.5513
5521,2023-09-20,WELD-02,Part-C,Morning,480,8,472,1.59,240,219,21,0.9833,0.8085,0.9125,0.7254
5522,2023-09-20,WELD-02,Part-D,Afternoon,480,105,375,2.13,135,129,6,0.7812,0.7668,0.9556,0.5724
5523,2023-09-20,WELD-02,Part-C,Night,480,106,374,1.97,146,137,9,0.7792,0.769,0.9384,0.5623
5524,2023-09-21,CNC-01,Part-C,Morning,480,64,416,1.82,226,218,8,0.8667,0.9888,0.9646,0.8267
5525,2023-09-21,CNC-01,Part-D,Afternoon,480,51,429,2.14,165,150,15,0.8938,0.8231,0.9091,0.6688
5526,2023-09-21,CNC-01,Part-D,Night,480,54,426,2.88,129,124,5,0.8875,0.8721,0.9612,0.744
5527,2023-09-21,CNC-02,Part-D,Morning,480,65,415,2.23,139,133,6,0.8646,0.7469,0.9568,0.6179
5528,2023-09-21,CNC-02,Part-B,Afternoon,480,51,429,2.51,164,159,5,0.8938,0.9595,0.9695,0.8314
5529,2023-09-21,CNC-02,Part-C,Night,480,90,390,2.42,150,143,7,0.8125,0.9308,0.9533,0.721
5530,2023-09-21,LATHE-01,Part-A,Morning,480,51,429,2.01,192,176,16,0.8938,0.8996,0.9167,0.7371
